nodeid,OutAmount,OutValue,OutTransFee,InAmount,InValue,InTransFee,nodelabel
436,55.0,18634.852,735.434,71.0,19183.65,773.798,0.0
437,5.0,1377.3,129.35,78.0,4792.196,486.322,0.0
438,44.0,19763.83,385.653,44.0,20516.365,223.574,0.0
439,27.0,2332.75,367.14,31.0,8777.37,321.582,0.0
440,38.0,28251.169,850.813,35.0,11922.7,1320.62,0.0
441,21.0,4027.29,426.515,62.0,2719.385,323.054,0.0
442,41.0,9145.51,260.71,37.0,6128.77,502.35,0.0
443,273.0,7145.93,2636.19,142.0,0.0,565.85,0.0
444,11.0,11572.491,116.325,35.0,18791.97,364.247,0.0
445,168.0,4073.29,3813.353,78.0,602.08,822.413,0.0
446,216.0,0.0,299.87,48.0,0.0,52.38,0.0
447,982.0,0.0,8887.947,2969.0,2694.87,19206.86,0.0
448,110.0,3962.775,208.328,109.0,24498.41,356.717,0.0
449,134.0,84784.732,2080.505,137.0,60506.465,2630.093,0.0
450,39.0,8543.192,374.873,42.0,35990.3,407.664,0.0
451,0.0,0.0,0.0,41.0,2240.39,436.662,0.0
452,25.0,3051.135,322.835,27.0,3351.238,419.147,0.0
453,100.0,11195.63,1161.395,64.0,0.0,393.085,0.0
454,10.0,6291.48,122.97,68.0,3084.926,404.181,0.0
455,414.0,3591.53,1029.25,529.0,5134.07,1399.937,0.0
456,56.0,17241.39,811.333,99.0,29760.296,820.943,0.0
457,38.0,947.731,464.511,18.0,0.0,68.89,0.0
458,54.0,1251.24,430.08,6.0,0.0,30.78,0.0
459,15.0,11461.4,227.83,152.0,9235.515,406.189,0.0
460,40.0,1782.94,393.421,81.0,1443.77,475.932,0.0
461,18.0,97342.861,366.231,15.0,51834.5,581.911,0.0
462,30.0,6205.91,516.275,52.0,9854.13,480.725,0.0
463,33.0,34547.75,296.08,38.0,249.13,124.665,0.0
464,57.0,42288.18,1074.916,71.0,11535.56,883.512,0.0
465,65.0,658.06,1433.061,50.0,7006.142,1043.799,0.0
466,10.0,300.15,44.757,59.0,370.23,173.002,0.0
467,56.0,4957.41,607.75,119.0,6599.97,786.129,0.0
468,91.0,1107.29,1001.99,27.0,0.93,67.66,0.0
469,1441.0,0.0,9197.29,62.0,0.0,440.29,0.0
470,12.0,0.0,132.64,33.0,4433.24,384.932,0.0
471,60.0,46.14,332.68,35.0,2154.83,546.857,0.0
472,210.0,0.0,24.08,1.0,0.0,4.87,0.0
473,272.0,112714.83,2904.14,68.0,5535.73,212.093,0.0
474,26.0,4612.932,465.31,89.0,6480.46,815.729,0.0
475,61.0,159.01,396.64,13.0,0.0,25.68,0.0
476,225.0,5229.094,331.483,46.0,5904.655,389.664,0.0
477,16.0,11134.48,352.45,32.0,27702.63,806.577,0.0
478,4.0,0.0,6.7,55.0,31522.98,567.172,0.0
479,125.0,11910.78,1384.475,67.0,3296.38,352.752,0.0
480,66.0,19696.725,267.365,71.0,48202.42,160.941,0.0
481,37.0,41402.083,522.638,242.0,92456.44,353.615,0.0
482,37.0,4514.895,483.835,45.0,4076.729,662.263,0.0
483,12.0,0.0,190.109,349.0,0.0,1165.441,0.0
484,106.0,19647.37,1722.67,149.0,4671.07,1132.932,0.0
485,31.0,3292.375,469.86,36.0,2706.565,506.99,0.0
486,52.0,15071.604,565.8,179.0,33396.56,460.07,0.0
487,58.0,357.145,169.632,91.0,3146.33,564.323,0.0
488,178.0,5476.77,2159.23,129.0,0.0,429.13,0.0
489,35.0,316.69,207.065,43.0,10122.78,476.248,0.0
490,46.0,20252.985,532.445,110.0,3075.85,473.876,0.0
491,229.0,0.0,12.54,1.0,0.0,3.42,0.0
492,55.0,94.67,173.95,56.0,0.0,33.4,0.0
493,202.0,0.0,19.88,1.0,0.0,6.85,0.0
494,1001.0,0.0,124.41,101.0,0.0,18.85,0.0
495,24.0,7300.91,174.213,43.0,29887.31,258.361,0.0
496,114.0,493.71,405.025,53.0,0.0,121.625,0.0
497,25.0,3244.323,517.585,100.0,1461.68,379.56,0.0
498,133.0,18636.81,406.007,1391.0,18646.88,1681.405,0.0
499,17.0,5782.585,157.837,21.0,9312.7,172.653,0.0
500,25.0,36209.87,497.196,27.0,41594.56,307.053,0.0
501,1630.0,0.0,254.285,74.0,5068.98,697.466,0.0
502,31.0,13520.12,188.31,29.0,15126.025,617.936,0.0
503,4000.0,0.0,52.44,0.0,0.0,0.0,0.0
504,71.0,20147.513,534.101,83.0,37433.865,462.067,0.0
505,57.0,729.45,236.7,9.0,12.174,27.226,0.0
506,66.0,20235.628,821.807,86.0,19185.21,798.328,0.0
507,151.0,5504.355,554.579,58.0,26519.21,953.288,0.0
508,88.0,6218.29,758.266,218.0,50751.0,4148.532,0.0
509,92.0,19341.02,942.109,86.0,12093.85,1892.678,0.0
510,15.0,2394.322,321.998,21.0,1746.85,235.084,0.0
511,19.0,0.0,88.5,371.0,0.0,2479.3,0.0
512,65.0,22116.712,172.282,91.0,4815.039,514.756,0.0
513,11.0,1849.96,53.25,287.0,126433.88,1932.358,0.0
514,50.0,6690.857,421.388,185.0,9987.335,460.05,0.0
515,17.0,33513.63,325.73,41.0,955.135,354.928,0.0
516,14.0,739.568,79.645,48.0,3539.55,267.928,0.0
517,12.0,0.0,75.1,61.0,5018.89,819.06,0.0
518,98.0,0.0,1494.89,101.0,8509.84,414.753,0.0
519,48.0,3519.75,989.74,171.0,10191.481,2447.445,0.0
520,202.0,0.0,20.48,1.0,0.0,6.79,0.0
521,28.0,69649.94,477.25,28.0,7873.05,783.29,0.0
522,236.0,7523.98,666.608,393.0,15357.175,1487.798,0.0
523,100.0,39311.034,847.135,341.0,42844.254,3631.004,0.0
524,29.0,5421.14,441.86,23.0,3684.22,418.09,0.0
525,11.0,2719.72,182.355,47.0,6315.966,629.279,0.0
526,47.0,79470.247,892.902,49.0,11491.5,1214.191,0.0
527,3.0,0.0,11.59,35.0,10684.62,240.866,0.0
528,27.0,6826.153,302.795,81.0,1054.245,280.822,0.0
529,60.0,45295.409,1024.217,257.0,20701.688,974.669,0.0
530,50.0,19441.33,492.728,44.0,14127.125,240.998,0.0
531,48.0,2955.67,389.755,85.0,4008.46,490.76,0.0
532,21.0,5461.04,418.48,302.0,40067.735,1420.004,0.0
533,1.0,0.0,10.55,159.0,148.93,1452.695,0.0
534,190.0,71356.03,1703.976,527.0,31555.858,4415.825,0.0
535,191.0,0.0,16.12,1.0,0.0,4.31,0.0
536,73.0,9182.425,396.285,54.0,10296.835,578.725,0.0
537,1.0,0.0,9.1,68.0,966.25,236.97,0.0
538,114.0,23231.927,784.789,107.0,811.355,1042.514,0.0
539,199.0,0.0,21.27,1.0,0.0,4.74,0.0
540,39.0,3303.445,538.58,121.0,12384.777,1567.449,0.0
541,201.0,0.0,14.88,1.0,0.0,3.64,0.0
542,57.0,0.0,213.49,21.0,0.0,103.357,0.0
543,45.0,14947.473,614.193,102.0,9441.75,962.587,0.0
544,50.0,156.53,158.39,42.0,12364.67,1088.618,0.0
545,64.0,4055.38,1875.7,90.0,10668.455,1224.616,0.0
546,60.0,14743.59,404.155,62.0,10995.71,819.25,0.0
547,97.0,549.44,712.022,103.0,22357.09,476.16,0.0
548,27.0,43924.87,710.678,35.0,87195.199,462.091,0.0
549,0.0,0.0,0.0,34.0,11085.7,296.485,0.0
550,157.0,6658.89,336.948,109.0,7145.26,658.708,0.0
551,81.0,0.0,288.54,171.0,12119.735,1303.857,0.0
552,45.0,14360.221,772.222,57.0,3545.795,1539.547,0.0
553,29.0,8627.4,522.7,31.0,5800.13,592.322,0.0
554,78.0,24348.624,670.035,125.0,42490.05,1338.568,0.0
555,36.0,22141.25,829.97,42.0,26365.78,587.278,0.0
556,121.0,6816.54,373.942,147.0,10579.59,641.501,0.0
557,211.0,0.0,13.38,1.0,0.0,2.9,0.0
558,33.0,62757.975,545.895,401.0,9822.46,1226.914,0.0
559,97.0,0.0,126.09,6.0,0.0,10.48,0.0
560,21.0,12146.9,231.88,27.0,14431.8,387.984,0.0
561,293.0,0.0,22.51,1.0,0.0,3.29,0.0
562,20.0,84113.053,177.876,28.0,57315.96,240.274,0.0
563,75.0,18574.471,809.097,93.0,14500.685,1868.515,0.0
564,63.0,24803.059,584.74,75.0,12701.795,355.164,0.0
565,21.0,2502.26,110.694,59.0,3824.69,438.969,0.0
566,184.0,102065.813,3489.398,185.0,78500.225,2221.206,0.0
567,46.0,2874.39,249.62,59.0,902.41,244.65,0.0
568,17.0,1795.73,195.865,50.0,4729.955,475.516,0.0
569,175.0,12816.262,706.362,174.0,22332.175,731.219,0.0
570,26.0,0.0,188.172,29.0,21698.652,396.133,0.0
571,39.0,7758.97,383.087,109.0,39554.792,1164.961,0.0
572,40.0,32854.632,699.163,102.0,16960.951,1009.524,0.0
573,23.0,4063.652,411.079,48.0,6704.391,343.698,0.0
574,1001.0,0.0,116.95,2.0,0.0,19.76,0.0
575,168.0,30425.163,441.826,394.0,18078.295,771.151,0.0
576,2526.0,23495.985,952.294,151.0,11407.98,712.455,0.0
577,119.0,6671.32,1326.084,52.0,643.91,347.795,0.0
578,34.0,10984.57,514.86,15.0,52.59,28.338,0.0
579,32.0,2691.68,478.26,94.0,113.76,414.41,0.0
580,124.0,24799.14,567.87,218.0,0.0,934.056,0.0
581,310.0,20553.2,667.742,62.0,34930.26,240.023,0.0
582,21.0,37805.51,460.64,32.0,21567.028,570.588,0.0
583,57.0,1775.51,405.4,58.0,33110.73,722.672,0.0
584,40.0,34.61,89.81,63.0,5657.85,673.2,0.0
585,91.0,57192.05,1156.31,86.0,65439.79,328.814,0.0
586,51.0,17262.21,922.054,97.0,6962.065,1364.368,0.0
587,109.0,6846.89,440.645,188.0,10194.45,648.446,0.0
588,163.0,0.0,652.65,140.0,0.0,352.49,0.0
589,146.0,7819.95,689.07,121.0,13934.278,1435.431,0.0
590,22.0,3456.495,78.511,47.0,7638.018,320.329,0.0
591,19.0,122.69,1386.83,61.0,8582.0,3096.12,0.0
592,2214.0,1672.76,288.625,44.0,4880.424,847.276,0.0
593,5.0,2196.47,88.75,38.0,29939.27,463.697,0.0
594,15.0,0.0,113.47,92.0,0.0,38.524,0.0
595,106.0,1981.89,1349.4,247.0,0.0,1310.848,0.0
596,187.0,0.0,16.03,104.0,0.0,13.114,0.0
597,46.0,1404.285,519.603,82.0,10865.084,813.659,0.0
598,48.0,2958.68,417.92,109.0,36.67,699.78,0.0
599,9.0,1498.7,95.96,92.0,9255.4,1044.67,0.0
600,25.0,3094.181,485.161,31.0,7757.81,781.365,0.0
601,23.0,14743.614,308.6,41.0,5812.701,237.505,0.0
602,49.0,50697.03,1480.96,55.0,24002.71,437.83,0.0
603,120.0,3218.95,825.572,126.0,8457.75,935.942,0.0
604,207.0,50560.2,1861.54,22.0,0.0,41.98,0.0
605,71.0,3952.37,673.6,38.0,316.63,190.967,0.0
606,251.0,1243.782,92.072,393.0,6298.434,521.355,0.0
607,36.0,0.0,23.316,181.0,0.0,13.44,0.0
608,327.0,0.0,117.532,393.0,21781.29,1225.569,0.0
609,229.0,0.0,12.51,1.0,0.0,3.41,0.0
610,34.0,5308.42,205.76,72.0,20272.39,652.441,0.0
611,20.0,84448.555,352.535,21.0,84470.51,319.692,0.0
612,22.0,16205.777,296.965,231.0,13102.68,360.186,0.0
613,25.0,5459.65,250.21,37.0,10274.49,519.649,0.0
614,100.0,0.0,267.72,6.0,0.0,4.839,0.0
615,15.0,1380.837,50.257,29.0,7295.323,188.613,0.0
616,388.0,0.0,470.63,56.0,0.0,47.41,0.0
617,12.0,16671.64,298.95,46.0,6245.06,301.575,0.0
618,72.0,8544.377,402.065,157.0,3813.394,369.036,0.0
619,21.0,11906.01,358.27,35.0,5736.034,432.515,0.0
620,72.0,2619.71,799.49,30.0,4873.24,273.282,0.0
621,11.0,0.0,58.678,65.0,0.0,16.061,0.0
622,14.0,2013.52,47.417,204.0,300.68,538.837,0.0
623,37.0,11379.03,478.198,34.0,3803.792,672.793,0.0
624,24.0,7062.48,460.935,30.0,5062.49,452.5,0.0
625,22.0,3765.76,114.915,39.0,7777.41,276.125,0.0
626,136.0,37987.53,507.64,379.0,7373.75,1129.085,0.0
627,20.0,3617.44,157.783,102.0,10660.03,613.978,0.0
628,61.0,14133.86,520.015,58.0,7196.61,421.537,0.0
629,58.0,0.0,74.66,33.0,0.0,135.17,0.0
630,196.0,1588.28,701.7,182.0,2863.41,770.436,0.0
631,119.0,7964.03,593.32,174.0,10621.615,1063.754,0.0
632,27.0,3486.08,204.085,48.0,14149.61,379.767,0.0
633,164.0,0.0,11.45,1.0,0.0,5.97,0.0
634,21.0,230.41,206.308,77.0,4179.87,455.749,0.0
635,89.0,28307.542,1481.921,1.0,3207.82,19.01,0.0
636,27.0,5486.021,329.359,35.0,9147.35,463.735,0.0
637,369.0,1765.9,975.99,114.0,0.0,146.97,0.0
638,19.0,21399.898,273.208,12.0,9808.23,135.66,0.0
639,40.0,2340.96,562.87,19.0,121.72,66.381,0.0
640,20.0,12688.706,231.947,60.0,7239.93,287.362,0.0
641,188.0,12089.38,2343.055,49.0,47.87,700.655,0.0
642,18.0,6908.415,130.227,37.0,18548.144,415.315,0.0
643,937.0,42.84,401.934,1100.0,38.02,293.385,0.0
644,16.0,11221.892,223.324,27.0,9293.45,684.286,0.0
645,187.0,0.0,15.84,105.0,0.0,13.106,0.0
646,201.0,0.0,14.9,1.0,0.0,3.64,0.0
647,46.0,3800.318,488.518,40.0,7154.265,349.841,0.0
648,16.0,13342.04,209.86,59.0,5714.38,754.21,0.0
649,201.0,0.0,12.55,1.0,0.0,3.69,0.0
650,42.0,0.0,269.66,13.0,369.63,112.0,0.0
651,77.0,417.14,446.65,151.0,0.0,82.58,0.0
652,229.0,0.0,12.55,1.0,0.0,3.42,0.0
653,16.0,0.0,11.122,111.0,0.0,230.902,0.0
654,101.0,178.29,167.16,0.0,0.0,0.0,0.0
655,33.0,5379.5,510.625,45.0,1838.85,389.69,0.0
656,211.0,0.0,13.35,1.0,0.0,2.89,0.0
657,156.0,56881.7,1896.817,252.0,82674.905,2924.235,0.0
658,36.0,14089.37,512.455,167.0,32111.409,2900.507,0.0
659,229.0,0.0,19.55,1.0,0.0,4.76,0.0
660,30.0,3588.13,321.85,45.0,1841.109,406.839,0.0
661,22.0,2261.86,265.885,26.0,1754.926,316.286,0.0
662,25.0,5862.36,235.135,34.0,7042.986,254.802,0.0
663,53.0,69320.347,821.273,64.0,22712.97,626.391,0.0
664,191.0,8282.0,3531.305,357.0,8958.33,3229.499,0.0
665,235.0,0.0,28.97,1.0,0.0,2.2,0.0
666,40.0,5253.615,226.357,96.0,19785.82,1121.876,0.0
667,115.0,2089.68,420.405,193.0,9001.456,1094.497,0.0
668,36.0,26614.46,654.032,54.0,22436.644,368.367,0.0
669,21.0,5657.305,211.425,98.0,7176.555,973.017,0.0
670,135.0,0.0,1670.945,33.0,12396.93,398.488,0.0
671,17.0,15219.837,220.678,27.0,7593.13,348.76,0.0
672,114.0,74309.499,2011.762,642.0,78501.64,2701.368,0.0
673,46.0,13342.181,580.194,183.0,9092.271,440.599,0.0
674,15.0,5994.42,287.13,24.0,4846.47,314.955,0.0
675,2533.0,0.0,436.55,8355.0,1.23,694.922,0.0
676,76.0,3967.15,630.035,50.0,33210.04,544.99,0.0
677,183.0,7464.953,367.929,48.0,21134.207,725.691,0.0
678,15.0,3729.65,188.48,21.0,2197.07,239.676,0.0
679,131.0,149927.54,1516.03,48.0,50011.73,483.044,0.0
680,17.0,3048.95,360.37,424.0,4090.61,462.14,0.0
681,55.0,16139.03,655.87,8.0,0.0,6.74,0.0
682,17.0,2070.39,280.02,78.0,10784.496,843.913,0.0
683,43.0,2110.804,497.522,43.0,20054.29,792.934,0.0
684,90.0,2193.51,501.578,461.0,8312.344,1012.272,0.0
685,665.0,30737.37,3075.95,44.0,7710.768,910.266,0.0
686,52.0,0.0,525.21,81.0,2345.65,741.138,0.0
687,41.0,2931.05,419.222,67.0,7606.32,675.87,0.0
688,40.0,0.0,357.88,36.0,11304.7,283.55,0.0
689,29.0,41213.975,601.011,38.0,26565.588,475.643,0.0
690,210.0,0.0,23.92,1.0,0.0,4.67,0.0
691,54.0,21601.901,1085.433,65.0,19765.53,678.858,0.0
692,34.0,17883.65,869.32,31.0,64418.683,476.406,0.0
693,42.0,5080.07,254.12,33.0,918.5,258.11,0.0
694,14.0,12211.12,182.0,22.0,5505.098,190.674,0.0
695,1.0,99.17,14.75,37.0,690.45,135.03,0.0
696,18.0,5512.93,315.175,43.0,8855.881,325.585,0.0
697,41.0,29435.1,528.92,170.0,37368.075,1522.894,0.0
698,23.0,3755.535,313.05,61.0,3418.365,455.416,0.0
699,0.0,0.0,0.0,144.0,0.0,444.84,0.0
700,43.0,2914.95,468.042,49.0,5147.71,495.977,0.0
701,21.0,2407.62,231.91,31.0,6090.675,370.545,0.0
702,46.0,19408.19,910.57,32.0,78784.805,426.38,0.0
703,29.0,6410.831,254.528,54.0,11202.681,462.588,0.0
704,11.0,3595.997,98.632,100.0,11145.46,622.32,0.0
705,31.0,16828.08,516.585,59.0,7032.825,1237.649,0.0
706,31.0,3685.279,775.039,17.0,6087.99,289.962,0.0
707,165.0,1320.53,687.38,124.0,7166.95,405.826,0.0
708,9.0,3428.21,187.63,64.0,75440.665,1806.68,0.0
709,32.0,2710.054,529.729,30.0,2612.41,393.871,0.0
710,34.0,21585.39,933.01,48.0,11399.32,888.22,0.0
711,28.0,20065.844,204.9,26.0,6204.47,186.162,0.0
712,66.0,6007.92,540.33,54.0,130.782,261.722,0.0
713,19.0,7146.7,304.19,20.0,16870.77,266.194,0.0
714,197.0,56928.513,2396.225,232.0,102172.44,1858.336,0.0
715,110.0,34346.19,564.96,169.0,11633.04,529.746,0.0
716,32.0,10364.682,331.973,38.0,5738.78,388.939,0.0
717,14.0,499.915,77.945,36.0,5337.4,282.704,0.0
718,293.0,0.0,22.64,1.0,0.0,3.28,0.0
719,14.0,0.0,21.44,90.0,2857.205,1023.523,0.0
720,76.0,592.47,325.425,93.0,9060.55,704.385,0.0
721,46.0,6129.905,519.383,64.0,10940.278,497.944,0.0
722,14.0,5772.16,190.73,19.0,8691.515,332.089,0.0
723,85.0,86796.38,893.187,270.0,46219.927,3297.182,0.0
724,119.0,139542.457,1359.461,89.0,25269.45,285.108,0.0
725,17.0,3337.632,416.65,31.0,5810.68,488.283,0.0
726,33.0,12945.912,488.579,30.0,12950.56,385.001,0.0
727,11.0,0.0,59.535,103.0,12664.31,832.013,0.0
728,10.0,4771.92,100.22,39.0,4642.68,540.307,0.0
729,18.0,19618.996,686.919,32.0,5641.994,318.822,0.0
730,263.0,96621.445,2786.15,390.0,305687.533,3857.102,0.0
731,22.0,10887.199,377.107,130.0,10482.77,342.475,0.0
732,201.0,0.0,12.28,1.0,0.0,3.61,0.0
733,82.0,11443.48,517.593,104.0,10473.945,923.516,0.0
734,9.0,2682.27,123.45,41.0,4230.515,391.31,0.0
735,6.0,2781.47,77.31,43.0,10518.59,411.529,0.0
736,240.0,0.0,14.94,1.0,0.0,3.37,0.0
737,386.0,0.0,203.095,837.0,0.0,60.141,0.0
738,100.0,76646.7,1170.37,21.0,10809.21,299.66,0.0
739,22.0,321.242,99.794,35.0,659.53,248.85,0.0
740,102.0,11748.46,682.06,135.0,2837.315,840.249,0.0
741,16.0,33388.57,393.66,18.0,0.0,99.75,0.0
742,132.0,25719.985,2193.944,115.0,7105.015,1769.429,0.0
743,56.0,0.0,114.138,119.0,2500.94,2095.885,0.0
744,36.0,74284.986,585.888,44.0,34882.36,416.334,0.0
745,380.0,13310.46,978.37,434.0,11484.07,864.47,0.0
746,17.0,12771.38,215.785,16.0,17277.66,226.592,0.0
747,156.0,112017.77,8853.645,36.0,2690.371,126.949,0.0
748,164.0,0.0,10.9,1.0,0.0,2.95,0.0
749,18.0,0.0,127.66,24.0,16279.63,334.41,0.0
750,18.0,7718.35,264.118,24.0,6432.585,346.775,0.0
751,21.0,2143.235,529.312,94.0,831.55,758.745,0.0
752,8616.0,582865.34,53876.513,902.0,119127.235,5346.296,0.0
753,7.0,675.86,83.227,29.0,1133.62,328.995,0.0
754,1502.0,2525.74,6516.483,3786.0,79.095,24850.602,0.0
755,229.0,0.0,18.66,1.0,0.0,4.54,0.0
756,34.0,10701.725,321.525,79.0,23430.47,676.397,0.0
757,1417.0,12232.15,263.39,1431.0,14455.38,288.624,0.0
758,843.0,0.0,169.6,201.0,0.0,46.54,0.0
759,0.0,0.0,0.0,119.0,10561.396,1130.827,0.0
760,59.0,7255.567,276.857,181.0,7920.98,554.257,0.0
761,45.0,648.16,1033.46,29.0,407.63,177.73,0.0
762,22.0,40956.02,452.75,56.0,34051.58,727.236,0.0
763,84.0,90573.462,771.165,76.0,14695.15,376.723,0.0
764,8.0,45743.265,68.255,37.0,12304.7,197.04,0.0
765,126.0,9563.489,347.653,43.0,6178.71,293.602,0.0
766,22.0,8954.62,368.123,80.0,0.0,198.933,0.0
767,3.0,343.73,175.02,274.0,8356.51,2198.119,0.0
768,55.0,46924.94,967.355,108.0,30567.18,1626.335,0.0
769,12.0,1518.94,66.325,37.0,16766.23,343.146,0.0
770,107.0,3655.2,460.55,322.0,4519.65,1864.667,0.0
771,206.0,11955.115,358.41,219.0,11529.45,507.012,0.0
772,187.0,0.0,16.2,105.0,0.0,13.196,0.0
773,271.0,0.0,16.9,1.0,0.0,2.25,0.0
774,22.0,2173.895,336.515,38.0,2413.34,317.989,0.0
775,24.0,0.0,96.745,70.0,13951.2,1232.854,0.0
776,55.0,1596.19,312.33,148.0,0.0,167.06,0.0
777,145.0,41443.514,1690.646,253.0,48419.282,2661.933,0.0
778,64.0,0.0,612.01,75.0,59456.03,766.793,0.0
779,23.0,5082.73,177.17,27.0,19536.64,151.962,0.0
780,48.0,32244.537,630.992,45.0,53931.6,563.935,0.0
781,125.0,1026.69,880.86,9.0,4.18,19.0,0.0
782,2.0,0.0,0.478,34.0,2646.39,328.533,0.0
783,60.0,2858.443,197.806,145.0,2615.461,1272.202,0.0
784,55.0,2570.11,645.18,35.0,7644.615,364.128,0.0
785,14.0,11497.42,343.455,198.0,13786.08,1293.212,0.0
786,135.0,0.0,10.69,154.0,0.0,26.844,0.0
787,16.0,5557.165,248.369,16.0,6821.74,390.41,0.0
788,77.0,15742.11,273.527,96.0,16305.53,440.364,0.0
789,28.0,4051.953,179.08,47.0,822.95,297.486,0.0
790,146.0,17907.512,1038.058,310.0,10519.48,3503.945,0.0
791,14.0,2423.8,238.02,15.0,4707.85,297.8,0.0
792,39.0,1738.45,273.2,1.0,132.74,3.56,0.0
793,262.0,0.0,16.79,1.0,0.0,3.28,0.0
794,344.0,156643.01,4491.082,2154.0,80737.606,6037.23,0.0
795,47.0,1315.46,40.356,85.0,17592.95,327.111,0.0
796,27.0,870.69,62.711,198.0,13586.447,1147.092,0.0
797,32.0,5799.725,342.717,39.0,7084.01,415.728,0.0
798,558.0,21563.392,13449.082,193.0,58.95,1004.575,0.0
799,54.0,27585.38,914.331,44.0,15427.305,191.473,0.0
800,223.0,0.0,189.302,191.0,0.0,14.622,0.0
801,30.0,1271.45,148.118,50.0,5717.642,307.825,0.0
802,79.0,16100.742,727.895,102.0,7812.454,908.243,0.0
803,84.0,12813.47,1166.09,16.0,625.9,91.237,0.0
804,73.0,15554.45,775.357,80.0,22394.78,1038.911,0.0
805,22.0,9714.75,499.85,28.0,6417.125,339.822,0.0
806,28.0,24067.71,501.09,54.0,21192.799,520.455,0.0
807,1002.0,0.0,146.98,1.0,0.0,7.51,0.0
808,20.0,4938.198,158.754,178.0,3931.239,375.429,0.0
809,40.0,53425.95,936.26,41.0,16271.44,317.79,0.0
810,179.0,3796.51,537.425,294.0,9472.91,706.7,0.0
811,119.0,25341.65,1957.859,252.0,22687.995,2067.76,0.0
812,201.0,0.0,9.83,2.0,0.0,3.32,0.0
813,68.0,15602.115,815.635,73.0,9450.798,600.312,0.0
814,26.0,16242.805,481.667,39.0,1907.43,594.418,0.0
815,18.0,0.0,1.392,148.0,0.0,38.398,0.0
816,28.0,617.89,114.17,41.0,857.2,102.81,0.0
817,131.0,147623.32,2009.555,92.0,24364.784,637.843,0.0
818,28.0,8204.562,454.165,43.0,17543.64,410.103,0.0
819,19.0,5261.687,133.814,33.0,19823.347,491.813,0.0
820,9.0,0.0,37.42,47.0,4650.7,273.02,0.0
821,365.0,49173.87,4734.428,222.0,72787.185,3500.1,0.0
822,211.0,0.0,22.27,1.0,0.0,5.31,0.0
823,69.0,5974.34,838.98,115.0,0.0,597.4,0.0
824,10.0,0.0,30.17,54.0,12895.66,1291.66,0.0
825,32.0,4603.505,350.825,63.0,2729.28,647.488,0.0
826,1.0,421.55,3.88,48.0,25439.37,637.871,0.0
827,438.0,14643.966,1472.835,138.0,17382.29,657.16,0.0
828,13.0,396.12,103.095,42.0,4445.51,420.849,0.0
829,18.0,14216.5,360.0,34.0,9056.158,219.642,0.0
830,77.0,3145.44,232.332,90.0,10164.885,366.544,0.0
831,23.0,1408.885,164.28,59.0,5728.89,606.39,0.0
832,37.0,9799.48,1310.74,1253.0,512.024,889.972,0.0
833,8628.0,0.0,27234.17,253877.0,0.0,40143.64,0.0
834,34.0,551.746,228.757,8.0,3945.1,130.48,0.0
835,0.0,0.0,0.0,199.0,0.0,594.9,0.0
836,370.0,62.74,2132.955,19.0,1465.176,128.025,0.0
837,0.0,0.0,0.0,50.0,0.0,226.42,0.0
838,50.0,11620.01,598.605,117.0,2167.353,721.642,0.0
839,10.0,9695.66,207.08,41.0,1560.29,277.595,0.0
840,23.0,2659.24,156.905,71.0,1910.39,402.976,0.0
841,121.0,12813.61,1555.92,23.0,0.0,156.55,0.0
842,6.0,459.42,102.72,24.0,5736.3,374.342,0.0
843,167.0,4824.535,447.71,162.0,3404.68,261.937,0.0
844,12.0,0.0,486.242,267.0,0.0,1042.99,0.0
845,31.0,15143.79,203.23,44.0,26571.76,234.18,0.0
846,38.0,3440.265,451.73,39.0,5374.78,833.24,0.0
847,288.0,17179.43,3323.82,76.0,0.0,279.35,0.0
848,61.0,21835.375,1043.635,155.0,9819.674,1684.429,0.0
849,123.0,2816.44,2023.59,48.0,0.0,85.83,0.0
850,201.0,0.0,21.46,1.0,0.0,3.88,0.0
851,17.0,38856.03,173.8,51.0,11463.49,546.182,0.0
852,2.0,0.0,9.73,103.0,20638.35,2235.88,0.0
853,53.0,30586.376,879.816,2454.0,10508.913,596.944,0.0
854,89.0,163434.237,1392.206,82.0,106974.81,1051.395,0.0
855,37.0,6849.18,162.35,38.0,130902.82,951.51,0.0
856,240.0,0.0,14.71,1.0,0.0,3.32,0.0
857,18.0,3288.14,334.19,324.0,1815.08,364.746,0.0
858,38.0,0.0,250.87,99.0,0.0,823.76,0.0
859,167.0,12951.81,1466.39,704.0,13990.136,2173.492,0.0
860,66.0,26439.075,877.455,211.0,14085.659,1051.251,0.0
861,53.0,33346.635,1010.1,79.0,25391.6,776.66,0.0
862,52.0,1931.183,441.349,96.0,69689.545,764.926,0.0
863,68.0,6801.7,595.91,59.0,0.0,614.75,0.0
864,67.0,39898.359,1688.396,53.0,7675.15,901.393,0.0
865,43.0,19923.537,614.351,30.0,5759.7,706.476,0.0
866,53.0,3563.3,1015.27,63.0,1114.385,743.949,0.0
867,22.0,10200.01,404.06,21.0,6139.11,195.075,0.0
868,187.0,0.0,15.27,105.0,0.0,12.957,0.0
869,41.0,652.38,150.72,106.0,3227.67,391.069,0.0
870,26.0,2855.471,282.841,154.0,5278.048,441.894,0.0
871,38.0,3877.43,750.38,45.0,10476.58,484.512,0.0
872,34.0,31332.79,184.97,53.0,10873.6,321.3,0.0
873,16.0,551.28,46.748,77.0,0.0,169.271,0.0
